X,Y,Z,Intensity
9,6,2,18.903717920637273
9,6,3,19.21991012951044
9,6,4,-19.99786635730262
9,6,5,-19.1510078711117
9,6,6,18.477103837470473
9,6,7,-18.17726449753224
9,6,8,19.705384099480334
9,6,9,17.95107029643888
9,7,0,20.422186852708865
9,7,1,20.053775329253327
9,7,2,-19.93587150731575
9,7,3,-19.93587150731575
9,7,4,-20.15053963356118
9,7,5,19.021713994494448
9,7,6,19.020425543786107
9,7,7,18.189791876221797
9,7,8,19.89057088898911
9,7,9,20.135627838982025
9,8,0,18.706765006820355
9,8,1,-19.918388462299447
9,8,2,20.14530983019054
9,8,3,20.260318333546053
9,8,4,-20.194065953161868
9,8,5,-19.750320461816873
9,8,6,21.030306372292973
9,8,7,-20.566577286188334
9,8,8,-21.240708183636347
9,8,9,19.455600053579843
9,9,0,-19.36319435780129
9,9,1,19.72430693166265
9,9,2,-20.65565505146777
9,9,3,20.260318333546053
9,9,4,-19.946501075867754
9,9,5,20.516969420984427
9,9,6,18.774934990886745
9,9,7,-21.832432331362014
9,9,8,-20.47835001315877
9,9,9,20.089243272254247
